0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,target
2,2,2,2,2,1,1,1,1,1,1,1,0,0,1,1,0,1,1,2,2,2,2,3,3,3,3,3,3,3,3,3,3,2,3,3,4,4,4,5,5,5,5,6,5,6,5,5,5,4,4,4,4,4,4,3,3,3,3,3,2,2,2,1,1,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,3,4,2,3,5,4,4,4,5,6,7,6,6,6,6,4,5,3,3,4,4,6,9,11,13,14,15,15,15,14,13,11,10,9,7,6,5,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,3,2,3,3,3,3,3,1
1,1,1,1,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,1,1,1,3,3,3,3,3,4,4,4,4,4,3,3,4,3,3,2,2,2,2,1,1,1,0,0,0,1,1,2,2,2,3,3,3,3,3,3,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,1,2,2,3,3,3,4,4,5,4,5,5,5,4,4,3,3,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,4,4,4,4,5,4,5,6,6,7,6,7,7,7,7,7,9,1
1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,4,3,3,4,4,5,4,4,5,6,7,6,7,1
1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,2,1,1,1,2,2,1,2,3,2,2,3,3,3,3,2,2,2,2,2,1,1,1,1,2,2,2,1,2,1,2,2,2,0,0,2,1,1,3,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,2,2,2,2,2,2,3,1,2,2,2,3,3,3,2,3,3,3,2,1,1,0,1
1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,3,3,3,3,2,2,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,2,2,2,1,1,0,0,0,1,1,1
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
2,1,2,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,4,3,3,3,3,3,2,3,3,3,4,4,5,4,4,5,4,3,2,1,1,1,2,2,3,3,4,3,4,3,3,3,3,3,3,4,4,3,3,3,2,2,2,0,0,0,1,1,1,1,1,1,1,1,1,2,2,3,3,3,3,3,3,3,3,3,2,1,1,1,0,0,1,1,1,1,0,1,1,1,1
0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,1,1,1,1,2,1,2,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,2,1,2,3,1,1,2,2,2,2,2,2,2,3,3,3,3,4,3,3,4,4,4,5,5,5,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,3,2,2,2,2,2,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,2,2,3,3,3,4,4,4,4,4,4,4,4,4,4,3,2,2,1,1,0,0,0,0,1,1,2,3,2,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,1,2,2,3,2,2,0,0,1,3,4,5,6,5,3,3,2,3,2,2,2,2,2,1,2,3,3,3,3,3,3,2,2,1,1,1,1,2,2,3,2,1,1,1,1,1,0,0,0,0,1
1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,2,2,2,3,3,3,4,4,4,4,5,4,5,5,5,6,6,7,6,6,7,7,7,7,7,7,6,6,6,1
7,7,6,6,5,5,4,4,4,4,4,4,5,6,6,6,7,7,7,7,8,7,7,7,7,7,7,7,7,6,5,5,4,4,4,4,4,4,6,7,7,8,8,8,7,7,6,6,7,7,7,7,8,8,7,7,7,6,6,7,7,7,8,8,9,8,8,7,7,7,8,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,7,7,7,6,6,6,6,5,5,5,5,5,5,6,6,6,6,5,6,6,6,5,4,5,5,5,5,5,4,4,4,2,3,3,2,2,3,2,1,2,0,0,1,2,3,5,7,8,11,15,19,21,19,19,19,20,25,30,37,47,56,66,75,81,79,66,50,32,18,12,12,13,1
0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,2,2,2,2,2,1
3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,2,1,1,2,1,0,0,1,1,1,0,0,0,1,1,1,1,2,2,3,3,3,3,3,2,1,1,0,0,1,2,2,2,2,3,4,5,5,6,6,6,6,6,6,6,6,1
4,4,4,4,4,4,5,4,4,4,5,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,2,1,2,2,2,2,3,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,3,3,4,4,4,4,5,4,5,4,4,4,4,3,3,3,3,4,4,4,4,4,5,5,5,6,7,7,8,8,8,9,10,12,14,16,19,21,22,23,23,21,18,13,10,6,3,3,3,1,1,3,4,5,6,7,8,8,8,8,8,9,8,8,7,7,7,6,5,5,5,4,4,3,3,2,2,2,1,1,1,1,0,1,1,2,2,3,3,3,2,1,0,1,5,1
6,6,6,6,6,6,6,6,6,5,5,5,5,5,5,5,6,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,3,3,2,3,6,6,4,4,4,4,4,4,5,4,4,5,4,4,4,3,3,3,2,2,1,1,1,1,1,1,1,2,2,2,3,3,3,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,3,2,2,3,3,4,4,3,4,4,5,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,5,4,4,4,4,4,3,3,4,4,3,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,2,3,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,2,2,3,2,3,3,2,2,2,2,2,2,1,1,1,1,1,0,1,0,1,1,1,1,2,2,3,4,4,4,4,4,4,4,5,5,5,5,5,7,7,7,8,8,8,1
12,12,12,12,12,12,12,12,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,13,13,13,13,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,12,12,12,12,12,11,11,11,11,12,12,12,13,13,13,13,14,14,14,14,14,14,14,14,14,13,13,14,14,14,13,13,13,13,12,13,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,14,14,14,14,14,13,13,11,11,9,8,8,12,20,31,50,86,134,174,198,145,90,34,8,12,38,46,51,52,41,26,17,9,3,11,13,6,8,14,20,25,29,32,36,30,24,15,12,6,1,7,10,14,13,14,13,16,12,1
3,3,2,3,2,2,3,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,4,4,5,5,5,6,6,7,7,7,7,8,8,8,9,9,9,10,11,1
0,1,1,1,0,1,0,1,1,1,1,1,0,2,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,2,1,0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,3,3,4,4,1
2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,1,1,1,2,2,3,3,3,3,2,3,2,3,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,3,3,3,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,3,3,3,4,5,5,5,5,5,5,5,5,5,4,3,2,2,3,3,4,4,3,2,2,2,2,2,2,2,3,3,2,2,3,3,3,2,2,2,2,2,2,2,2,3,5,5,6,5,4,4,3,2,3,3,1,2,2,2,3,2,2,2,3,4,5,6,6,6,5,5,5,5,5,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2,1,2,2,2,2,2,2,3,3,3,3,3,3,2,1,1,1,1,2,2,3,3,3,4,4,4,5,5,5,4,4,4,3,3,1
1,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,0,0,1,2,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,4,4,4,5,5,5,5,1
1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,3,2,3,3,3,3,3,3,3,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,0,2,0,0,2,2,3,2,2,3,4,2,4,3,3,3,3,2,2,4,4,4,4,4,5,4,3,2,4,2,1,3,2,2,0,1,1,0,1,3,3,4,5,1
2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,2,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,2,2,3,3,3,4,4,5,5,5,6,5,5,4,4,4,4,5,5,5,6,5,5,4,3,2,1,1,0,1,0,0,0,1
1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,2,0,0,0,0,0,1,1,1,1,2,2,2,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,0,1,0,1,1,1,0,2,1,1,1,1,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,3,3,2,4,4,3,4,4,1
1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1
2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,1
3,3,3,3,2,2,3,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,2,1,1,1,1,0,1,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,2,5,6,6,7,6,6,7,7,7,7,7,8,8,8,8,7,7,8,8,8,8,8,7,7,6,5,3,1,1,2,4,5,6,4,2,1,1,1,2,1,2,1,2,2,2,3,4,5,6,8,9,9,8,7,6,5,1
14,13,13,11,10,9,8,6,5,4,5,8,13,14,18,22,27,33,37,40,36,27,17,9,7,15,14,16,21,23,16,16,17,15,11,8,9,9,6,7,7,9,8,9,8,6,5,2,2,9,17,19,22,19,20,15,13,13,14,16,14,7,9,14,13,11,8,3,3,6,8,10,12,14,13,12,11,8,7,5,4,4,4,4,3,3,2,3,3,4,4,4,5,4,4,3,3,2,2,1,1,1,2,3,4,5,5,4,4,4,4,3,3,4,4,4,4,4,4,4,3,4,3,3,2,2,3,2,2,2,2,1,1,1,2,2,1,1,2,2,2,1,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,5,4,4,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,0,2,2,1,2,2,1,2,2,2,2,2,2,3,2,3,2,1
2,2,2,2,1,1,0,0,0,0,0,1,1,2,1,1,1,1,0,0,0,1,1,2,2,2,2,2,2,2,2,3,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,2,1,1,1,2,1,1,1,1,0,0,1,1,2,2,2,2,2,3,2,2,2,2,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,2,3,3,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,4,4,4,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,3,2,3,2,3,3,3,3,3,4,3,3,3,3,1
2,2,1,1,1,1,1,1,1,1,1,2,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,2,2,2,2,1,1,1,1,1,1,1,2,2,3,3,2,2,2,2,3,3,3,3,3,3,3,3,3,4,5,5,6,6,6,6,6,6,6,7,7,7,7,1
6,7,8,7,7,7,8,7,7,7,9,9,8,8,8,8,8,9,8,8,7,7,7,6,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,2,3,3,3,3,4,3,3,3,4,3,3,2,2,1,1,0,0,0,1,1,1,1,0,1,1,1,2,0,1,1,4,1,5,3,2,4,2,3,3,3,4,5,9,7,4,6,8,13,7,4,6,3,5,4,3,4,2,3,3,4,4,3,5,4,5,6,6,6,5,4,4,4,5,6,6,6,6,7,7,7,6,6,5,6,6,6,6,6,6,5,6,6,7,7,8,9,9,9,9,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1
1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,3,3,4,3,3,3,3,3,3,2,2,2,1
1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,0,0,0,0,0,0,1
1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,1
1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,4,4,4,4,4,4,4,5,5,5,5,6,6,1
